texto
'@odimau @gduvivier não adianta: pelegos do pt têm merda na cabeça  gosta de comunista ladrãovai pra cuba ver o que ébom #bolsonaro2018 https://tco/kcjp1avx9m'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @vempraruaminas: bh terá ato simbólico amanhã para desinfetar a praça da estação e agora estamos na praça 7 para gritar  ht…'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'@ptbrasil @lulapelobrasil o cretino sem caráter é líder sim  https://tco/adhqefpurm'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @paulacamara_: lula por minas gerais em ipatinga : “olê, olê olê, olê tamo na rua pra derrubar o pt “    #direitaminas https://…'"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'@ticostacruz não curto não compartilho '
' #fimdopt https://tco/inzucbqlcu'
'rt @direita_blog:  #fimdopt https://tco/inzucbqlcu'
'rt @direita_blog:  #fimdopt https://tco/inzucbqlcu'
'rt @direita_blog:  #fimdopt https://tco/inzucbqlcu'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @direita_blog:  #fimdopt https://tco/inzucbqlcu'
'rt @mark_senkd: se o mentor de  é contra #bolsonaro2018 é sinal de que estamos no caminho certo https://tco/5nm2sdffqi'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @direita_blog:  #fimdopt https://tco/inzucbqlcu'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'tô num boteco tomando uma cerveja e aparece o jornal da band falando que o lula tá disparando nas pesquisas socorro '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'@fabi_aguiar_ não recebemos mais doações externas (propinas), por isso estão andando de ônibus por aí vai te catar até o da mortadela acabou '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @direita_blog:  #fimdopt https://tco/inzucbqlcu'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'feriado estou na av paulista, e veio uma pessoa me pedir $$ perguntei em quem ele voltou e me chamou de fascista até quando '"
'#deus #jesus #jesuscristoéosenhor #senhor #política #foratemer  #foraforodesãopaulo #foracorruptos #corrupção  governantes ímpios https://tco/m7ixvyynm7'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'#ospingosnosis @blogdopim @ary_antipt   https://tco/opw49dy0b7'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'@akampa @dilmabr não, é hipocrita, mentirosa e cinica mesmo alem  de extremamente incompetente '"
'@bethcps @sidineiadm12 sim a não homologação da delação de palocci insinua que deve atingir tribunais da justiça  #forapimentel'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @direita_blog:  #fimdopt https://tco/inzucbqlcu'
'@valehomossexual meeeeuu sooonhooo era ouvir ela ou qualquer artista s o l e t r a r :  '
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'esse é apenas mais uma testemunha contra o vagabundo mor desse país  https://tco/xdcc1egdor'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'@nelsonvalterfet em todos os níveis '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'@rosevplb ele também não convence mais ninguém isso lá é justificativa p juiz do stf @stf_oficial '
'@paulacamara_ ladrão apoia ladrão fato  e #bolsonaropresidente'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'#342artes são ameaçados pelo  https://tco/b2oksawyzv @jairbolsonaro @mblivre @faxinanopoder_ @conexaopolitica @coxinhabrasil61'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @direita_blog:  #fimdopt https://tco/inzucbqlcu'
'rt @direita_blog:  #fimdopt https://tco/inzucbqlcu'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'#frases do #lula  https://tco/6nntdgbhxu'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
' https://tco/lvxno3uxtg'
'rt @fortunaric: @vempraruaminas esse psicopata vem mentindo a anos engana só os robôs seguidores   é a verdadeira expressão'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'lixoberg ataca bolsonaro diz q só o  tem legitimidade não consegui ver até o final tive de vomitar https://tco/r84swgpwbw'
'@gleisi bolsonaro 2018   #gleisinacadeia'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'a besta de 9 dedos no topo parabéns  https://tco/rcqbup61ec'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @ezequiasns: @simonerj_br @heliovesp  https://tco/w0bzl2815d'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'que comece o mimimi #naoqueroeconomistaquerobolsonaro    🇧🇷🙂'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @ezequiasns: @simonerj_br @heliovesp  https://tco/w0bzl2815d'
'@gleisi para o progresso do brasil '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'@stf_oficial @exercitooficial instituições e poderes corrompidos e a serviço do crime intervenção militar   https://tco/t0dmxr4zhm'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @ezequiasns: @simonerj_br @heliovesp  https://tco/w0bzl2815d'
'rt @direita_blog:  #fimdopt https://tco/inzucbqlcu'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'@blogdonoblat o lula é um condenado, corrupto, safado queremos sua prisão imediamente chega de deboche com a justiça '"
'@ptbrasil o que vai barrar a candidatura de lula é a justiça '
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
' https://tco/h0tgenfllg'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'ele segue sim, mas, pra cadeia  https://tco/m67up26gss'"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'@ottoni3101 #luladrão  https://tco/lz7sghzfnn'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @paulacamara_: lula por minas gerais - uma multidão no discurso de lula   https://tco/cjdj8efkmn'
'rt @paulacamara_: lula por minas gerais - uma multidão no discurso de lula   https://tco/cjdj8efkmn'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @gettshullenffen: @apaupitz organização voltada para o lobby gayzista impregna td q a disney faz #stfvergonhanacional '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'@bolsonarosp @darrentill2 @brigadeiromma darren till, fantástico  #bolsonaro2018'"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'mst é uma farsa #lavajato  https://tco/svki55a1cy'
'@veja '
'  centenário da revolução russa - lições históricas  https://tco/8xghmcqhdi via @youtube'
'gastar a criatividade e o tempo da gente para atacar a infeliz ministra dos direitos dos manos é besteira '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @rosangela_bolze: pelo amor deus, #moro  já  criminoso e terrorista alto risco social @stf_oficial @mpf_pgr @mpf_prpr htt…'"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'respondo: pq colocaram um administradorzinho de mer**  https://tco/nefgpmskrx'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
' https://tco/6s6ayyadjj'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'@leonardoboff @deltanmd  e quem defende ladrão tb'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @traderanonimo:  https://tco/6s6ayyadjj'
'rt @traderanonimo:  https://tco/6s6ayyadjj'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
' só pq eu gosto do pão com mortadela hehehe    https://tco/oqugcnznix'
'rt @traderanonimo:  https://tco/6s6ayyadjj'
'rt @izidiooliver:  só pq eu gosto do pão com mortadela hehehe    https://tco/oqugcnznix'
'@deputadofederal  @lulapelobrasil https://tco/sxzaew5vcj'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'@leonardoboff @deltanmd bandido na cadeia '
'@veja '
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'lula não tem mérito de ser pai de ninguém, somente pode ser pai dos burros  e #bolsonaropresidente2018 https://tco/ec72enffve'"
'os lulinhas tão morrendo de inveja    https://tco/pikfe8cn6s'
'rt @izidiooliver:  só pq eu gosto do pão com mortadela hehehe    https://tco/oqugcnznix'
'rt @traderanonimo:  https://tco/6s6ayyadjj'
'rt @izidiooliver: os lulinhas tão morrendo de inveja    https://tco/pikfe8cn6s'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @traderanonimo:  https://tco/6s6ayyadjj'
'rt @traderanonimo:  https://tco/6s6ayyadjj'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @paulacamara_: lula por minas gerais - uma multidão no discurso de lula   https://tco/cjdj8efkmn'
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'  sigam-me se gostam de rir https://tco/2vm58xk5ok'
'rt @izidiooliver: os lulinhas tão morrendo de inveja    https://tco/pikfe8cn6s'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'  siga-me se gosta de rir 😂😂😂 não existe uma viva alma mais honesta do que eu diz lula https://tco/oo4xwkrvxp'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'a profissão mais valorizada no br dos últimos anos foi a de quem trabalhava juntando bostas de elefantesdiz a the economist '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @paulacamara_: lula por minas gerais  em valadares : “ lula , ladrão  ladrão  ladrão  “  https://tco/oijdymfjno'"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @paulacamara_: lula por minas gerais em ipatinga : “olê, olê olê, olê tamo na rua pra derrubar o pt “    #direitaminas https://…'"
"'rt @paulacamara_: lula por minas gerais em teófilo otoni :  ‘lula ladrão, seu lugar é na prisão’   https://tco/zy3z70fjud'"
"'rt @davidlkosman: lula não tem mérito de ser pai de ninguém, somente pode ser pai dos burros  e #bolsonaropresidente2018 http…'"
"'rt @paulacamara_: lula por minas gerais em ipatinga : “olê, olê olê, olê tamo na rua pra derrubar o pt “    #direitaminas https://…'"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @paulacamara_: lula por minas gerais em ipatinga : “olê, olê olê, olê tamo na rua pra derrubar o pt “    #direitaminas https://…'"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'essa foi de doer #luladrao #bolsonaro2018  #dilmaladra https://tco/pstvo6mhcz'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'@jornaloglobo mesmo se fosse só iria receber votos dos políticos que ele livrou a cara #globolixo  #aecionacadeia #psdb=pt'
"'rt @direita_blog: na disputa com sergio cabral para ver quem tem mais condenações, lula comemora   #oantagonista… '"
'rt @mariateresareno: @theeconomist mostra quem é o presidente mais corrupto do mundo vergonha nacional  https://tco/u1djimo…'
"'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk, pqp, pensar que essa anta já presidiu o brasil é insanidade total  https://tco/hbts4i9ppm'"
'@fn7k @majiwkijacques e ninguém enquadrou ela ainda #vergonha '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
"'rt @davidlkosman: lula não tem mérito de ser pai de ninguém, somente pode ser pai dos burros  e #bolsonaropresidente2018 http…'"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @ezequiasns:  https://tco/wqszqgw4ur'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
"'rt @villamarcovilla: dilma, onde foi parar o trem-bala  #chegadeimpunidade #chegadecorrupção #marcoantoniovilla #jornaldacultura ht…'"
'rt @direita_blog:  #fimdopt https://tco/inzucbqlcu'
'rt @ezequiasns:  https://tco/wqszqgw4ur'
'rt @ezequiasns:  https://tco/wqszqgw4ur'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @a_lliu: muito inocência em uma só pessoa será que santo é tão digno qt ele #sqn  https://tco/evuh6kfawb'
' já https://tco/xdlfo8uxxr'
"'@gleisi @meirelles vc é falsa, não tem pena nenhuma de roubar junto com seu marido em detrimento do povo brasileiro '"
'@realdonaldtrump  chegou a hora do lula  🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔 🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔 🚔🚔   🚔🚔 🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔 🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔  https://tco/chbrzfsr6a'
'rt @to_de_olho: tudo transparente  nao precisa nem desenhar #impeachmentja   #somostodosjanaina https://tco/xsiyfpgsxk'
'rt @ezequiasns:  https://tco/wqszqgw4ur'
"'rt @paulacamara_: relatório da pf afirma que lula, dilma e mercadante atuaram para obstruir a lava jato  https://tco/aspcgmx0…'"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'@gleisi perderão a eleição senadora pode acreditar a massa não crê mais em vcs e será estado por estado anote aí '
'rt @ezequiasns:  https://tco/wqszqgw4ur'
'@comunacritico @raulzitos_ #bolsonaro2018 '
'@osul_noticias  🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨 🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔 🚔🚔   🚔🚔 🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨 https://tco/gtkp5dhq5a'
"'rt @paulacamara_: relatório da pf afirma que lula, dilma e mercadante atuaram para obstruir a lava jato  https://tco/aspcgmx0…'"
'rt @ezequiasns:  https://tco/wqszqgw4ur'
"'@lulapelobrasil #bolsonaro #bolsonaropresidente #bolsonaro2018  esse mula pelo brasil é uma piada, nem ele acredita'"
"'rt @paulacamara_: relatório da pf afirma que lula, dilma e mercadante atuaram para obstruir a lava jato  https://tco/aspcgmx0…'"
"'@dilmabr foi usado pelo lula, hospedado num hotel famoso, pra comprar votos contra o impeachment não esqueceremos nunca '"
'@sandrabrasilia '
'rt @luiztenda: @sandrabrasilia '
'rt @paulynhaa_alves: @revistaistoe 😂😂 bem isto   #lulaladrão https://tco/iicgrcllqh'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @paulynhaa_alves: @revistaistoe 😂😂 bem isto   #lulaladrão https://tco/iicgrcllqh'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'rt @marcos_mark66: que comece o mimimi #naoqueroeconomistaquerobolsonaro    🇧🇷🙂'
'rt @paulynhaa_alves: @revistaistoe 😂😂 bem isto   #lulaladrão https://tco/iicgrcllqh'
'@osvladpereira dia memorável  '
"'@gleisi caravana, isso é um expresso para o inferno  junto com seu bando de vagabundos ladrões #gleiseladradeaposentados'"
'@carla_valente @lulapelobrasil '
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
"'rt @mark_senkd: o problema do brasil é o stf é a casa de tolerância com a corrupção, a impunidade e o cinismo … '"
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @mark_senkd:   a vaquinha do lula acabou no brejo https://tco/7pjq97fjsm'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @mark_senkd:   a vaquinha do lula acabou no brejo https://tco/7pjq97fjsm'
'quero você fuzilado seu verme traidor https://tco/o1pal7wbvo'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @mark_senkd:   a vaquinha do lula acabou no brejo https://tco/7pjq97fjsm'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
"'rt @anjokamaximo: #prisaosegundainstanciasim  anda muito saidinho stf pago pelos contribuintes, solta bandidos q assalta… '"
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
' https://tco/2gmpxcxu5l'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
' #esquerdopatas #globolixo https://tco/xajs3ckqgv'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
"'rt @mark_senkd:   agora que os sem-terras possuem terras, mas continuam nas ruas e não trabalhando nelas, nós p… '"
'#queroobamapresidente 😎 #foratemer  #dilma  brasil está virando uma grande lixeira #sdv  @leehcrvg  @hudsonhnunes'
'rt @rosevplb: exigimos a prisão do líder   https://tco/miqjxfvjcv'
'rt @sandrabrasilia: lula em salinas: população gritando ladrão  https://tco/yorcbck6rq'
